Customer ID,Age,Gender,Marital Status,Occupation,Income Level,Education Level,Geographic Information,Location,Purchase History,Policy Start Date,Policy Renewal Date,Claim History,Coverage Amount,Premium Amount,Deductible,Policy Type,Preferred Communication Channel,Preferred Contact Time,Risk Profile,Credit Score,Driving Record,Life Events
72827,51,Male,Divorced,Nurse,106193,Associate Degree,Andhra Pradesh,86508,2/24/2020,12/19/2020,11/11/2024,3,449341,3291,1208,Group,Phone,Morning,3,689,DUI,Retirement
2195,47,Male,Divorced,Entrepreneur,90983,Bachelor's Degree,Lakshadweep,12313,2/3/2020,2/3/2018,11/10/2023,2,423600,2783,1288,Individual,Mail,Weekends,0,569,Major Violations,Divorce
77118,36,Female,Married,Teacher,69881,Master's Degree,Haryana,72173,10/5/2021,4/7/2018,3/14/2024,0,119506,2240,1333,Business,In-Person Meeting,Weekends,1,571,Accident,Childbirth
94614,46,Female,Divorced,Salesperson,87067,High School Diploma,Telangana,39896,4/8/2022,10/15/2020,1/13/2024,2,571349,3020,1250,Individual,Phone,Morning,1,523,DUI,Retirement
10991,42,Female,Divorced,Nurse,86387,Master's Degree,Himachal Pradesh,45964,5/18/2021,5/17/2018,10/19/2024,4,460636,2032,1263,Family,Email,Afternoon,1,642,Clean,Divorce
61035,44,Female,Married,Doctor,97490,Associate Degree,Jharkhand,64133,5/10/2022,7/6/2019,6/12/2023,5,447304,3785,1069,Group,In-Person Meeting,Afternoon,2,560,Major Violations,Childbirth
90445,39,Female,Married,Entrepreneur,75590,High School Diploma,Goa,84393,5/26/2021,2/10/2021,2/9/2023,1,418601,2522,1250,Group,Mail,Weekends,1,611,Minor Violations,Childbirth
27903,47,Female,Married,Entrepreneur,98039,Bachelor's Degree,Mizoram,26093,12/18/2022,8/5/2022,6/18/2024,2,443000,4008,1078,Individual,Text,Morning,3,540,Major Violations,Marriage
57281,40,Male,Single,Lawyer,60729,High School Diploma,Himachal Pradesh,63710,9/8/2022,11/6/2018,5/7/2024,0,269597,1140,1462,Family,Text,Evening,0,669,Minor Violations,Retirement
57735,55,Female,Married,Nurse,85766,Associate Degree,Tripura,54101,3/18/2019,5/1/2020,7/16/2024,5,513008,3947,1051,Business,Email,Morning,2,653,Accident,Childbirth
56937,41,Male,Married,Doctor,84478,Associate Degree,Telangana,70834,9/15/2022,8/11/2022,4/9/2023,5,387457,3894,1074,Group,In-Person Meeting,Afternoon,3,493,Major Violations,Childbirth
89249,52,Female,Divorced,Teacher,87288,Doctorate,Daman and Diu,93521,10/1/2020,4/6/2018,11/18/2024,0,653442,3049,862,Group,In-Person Meeting,Morning,2,653,Accident,Retirement
67381,34,Female,Single,Entrepreneur,108949,Doctorate,West Bengal,75727,8/23/2019,10/14/2022,3/24/2024,1,602410,3217,1295,Individual,Mail,Morning,2,624,Major Violations,Marriage
92358,48,Female,Separated,Manager,102535,Doctorate,Andaman and Nicobar Islands,44067,9/2/2023,5/2/2021,1/12/2024,5,602986,3717,1127,Group,In-Person Meeting,Afternoon,3,598,Accident,Retirement
35241,48,Female,Single,Doctor,83613,High School Diploma,Uttarakhand,91099,2/27/2018,7/22/2022,1/24/2023,3,398233,2136,1642,Family,Mail,Evening,1,659,Minor Violations,Divorce
82839,38,Female,Single,Artist,82401,High School Diploma,Lakshadweep,19373,2/8/2018,10/20/2023,4/26/2024,2,702085,3883,1136,Individual,In-Person Meeting,Morning,3,523,Major Violations,Childbirth
71320,42,Female,Married,Manager,92517,High School Diploma,Uttarakhand,42550,9/17/2022,6/17/2018,5/13/2024,4,518306,3110,1378,Family,Email,Weekends,2,533,Accident,Retirement
53203,52,Male,Married,Salesperson,58793,Associate Degree,Arunachal Pradesh,45956,7/22/2023,3/10/2020,8/9/2023,0,495793,2730,1280,Family,Phone,Weekends,3,563,DUI,Job Change
43479,45,Female,Widowed,Salesperson,74960,Associate Degree,Goa,62962,3/16/2018,6/21/2023,12/24/2024,5,657751,2907,1041,Family,Text,Afternoon,3,486,Clean,Job Change
10073,52,Male,Widowed,Manager,86019,Associate Degree,Madhya Pradesh,72893,7/28/2022,7/11/2018,3/16/2024,2,579415,3296,1056,Group,Phone,Morning,3,562,Major Violations,Retirement
48581,33,Male,Separated,Lawyer,81625,Bachelor's Degree,Rajasthan,49768,7/5/2018,7/3/2020,11/5/2023,0,327442,1802,1218,Family,Phone,Evening,1,538,DUI,Retirement
17445,48,Female,Married,Entrepreneur,105551,High School Diploma,Uttar Pradesh,70619,10/16/2018,1/15/2020,6/7/2024,4,567361,3519,1191,Family,In-Person Meeting,Weekends,3,587,DUI,Retirement
88726,43,Male,Married,Lawyer,83129,Doctorate,Gujarat,18872,12/23/2023,9/17/2022,6/22/2024,3,524651,2800,1446,Group,In-Person Meeting,Evening,0,511,Major Violations,Marriage
52061,43,Male,Married,Doctor,79507,Associate Degree,Chandigarh,82875,4/6/2018,12/4/2018,1/8/2024,4,333189,3280,1246,Individual,Email,Morning,1,577,Minor Violations,Childbirth
85182,44,Male,Single,Doctor,47979,Associate Degree,Andaman and Nicobar Islands,12517,11/14/2023,6/25/2020,3/1/2023,1,400806,2432,1195,Group,In-Person Meeting,Evening,1,621,Accident,Childbirth
97591,46,Female,Divorced,Lawyer,77575,Associate Degree,Tripura,85523,10/1/2019,2/24/2023,1/4/2023,0,406896,1867,1333,Group,Phone,Afternoon,0,590,Major Violations,Retirement
95261,51,Male,Married,Salesperson,66568,High School Diploma,Himachal Pradesh,76054,4/19/2021,10/8/2020,4/11/2024,4,534654,3517,1285,Individual,In-Person Meeting,Weekends,2,571,Major Violations,Retirement
71307,50,Female,Single,Engineer,73707,Master's Degree,Meghalaya,68450,4/20/2023,10/3/2019,7/3/2023,1,703686,2732,998,Group,Email,Evening,0,572,Major Violations,Marriage
88802,44,Female,Married,Artist,83920,Bachelor's Degree,Jharkhand,55978,8/10/2019,4/27/2021,9/14/2024,3,559772,2667,916,Group,Mail,Anytime,0,597,Major Violations,Job Change
88511,43,Male,Single,Manager,85158,Associate Degree,Gujarat,72974,6/3/2021,2/15/2023,10/26/2023,5,518154,2856,1332,Business,Phone,Morning,1,600,Accident,Retirement
71230,48,Male,Married,Entrepreneur,96864,Doctorate,Andaman and Nicobar Islands,87478,2/27/2020,10/19/2023,11/3/2024,5,456873,3399,1339,Family,Phone,Evening,1,590,Accident,Marriage
9112,53,Female,Divorced,Teacher,89924,High School Diploma,Punjab,96103,9/24/2022,4/7/2020,6/17/2023,4,237649,2989,889,Business,Email,Morning,1,497,DUI,Retirement
82448,49,Male,Single,Salesperson,102695,Associate Degree,Maharashtra,41548,7/9/2022,7/12/2022,2/24/2023,2,609640,4029,956,Individual,Mail,Morning,3,614,Major Violations,Marriage
3985,46,Male,Separated,Doctor,87512,Bachelor's Degree,Delhi,19793,1/28/2023,2/14/2020,4/2/2024,5,644925,2689,1017,Group,In-Person Meeting,Anytime,2,554,Clean,Retirement
48083,50,Female,Single,Engineer,92370,Associate Degree,Odisha,38607,7/9/2022,7/13/2019,8/12/2023,5,506303,3440,1335,Group,Text,Weekends,3,657,Accident,Retirement
48745,49,Female,Widowed,Manager,95080,Doctorate,Uttar Pradesh,67081,3/14/2021,2/20/2022,3/14/2024,2,666581,3270,1332,Group,In-Person Meeting,Weekends,3,615,Major Violations,Divorce
43199,44,Female,Widowed,Doctor,108886,High School Diploma,Chandigarh,96272,5/6/2023,6/1/2018,10/21/2023,3,525311,2581,1171,Group,Mail,Weekends,0,569,Accident,Divorce
34394,48,Female,Divorced,Entrepreneur,93095,Bachelor's Degree,Manipur,63653,9/20/2021,8/24/2023,6/6/2023,4,488694,3826,1383,Business,In-Person Meeting,Anytime,3,639,DUI,Childbirth
86758,34,Male,Divorced,Engineer,71540,Doctorate,Gujarat,61183,8/25/2018,6/7/2021,2/12/2024,4,329291,2813,1546,Individual,In-Person Meeting,Weekends,0,569,Major Violations,Marriage
90276,59,Female,Married,Lawyer,112354,Master's Degree,Nagaland,42642,2/24/2018,12/3/2023,9/20/2024,3,562698,4695,902,Individual,Phone,Weekends,3,479,Major Violations,Childbirth
67847,43,Male,Divorced,Artist,90178,High School Diploma,Madhya Pradesh,36942,5/21/2022,11/23/2021,5/13/2024,2,471621,2246,1122,Business,In-Person Meeting,Weekends,2,566,Clean,Divorce
1,39,Male,Married,Engineer,94416,High School Diploma,Puducherry,74464,1/9/2023,2/17/2021,5/20/2023,3,604904,3494,1134,Group,Mail,Evening,3,561,Major Violations,Divorce
45385,41,Male,Separated,Artist,68586,Associate Degree,Andaman and Nicobar Islands,32472,12/17/2019,1/5/2021,6/14/2023,1,363961,1271,1300,Individual,Text,Weekends,0,681,Clean,Job Change
13975,47,Male,Divorced,Nurse,96134,Bachelor's Degree,Madhya Pradesh,47405,4/5/2021,5/13/2023,2/1/2023,4,615481,3964,1186,Individual,Phone,Weekends,3,621,Major Violations,Retirement
58176,47,Male,Single,Manager,83781,Bachelor's Degree,Himachal Pradesh,11429,7/27/2018,7/3/2023,2/17/2023,0,337912,2219,1413,Business,Mail,Morning,1,618,Minor Violations,Childbirth
71134,55,Female,Married,Doctor,50547,High School Diploma,Tamil Nadu,35487,8/18/2021,1/2/2021,12/3/2024,0,294882,2253,1032,Family,In-Person Meeting,Afternoon,1,553,Minor Violations,Divorce
34741,45,Male,Married,Salesperson,64172,Associate Degree,Maharashtra,16364,5/10/2022,5/6/2022,11/6/2024,2,389991,2244,1340,Group,Phone,Evening,0,826,Major Violations,Childbirth
64454,39,Female,Married,Lawyer,106688,High School Diploma,Uttarakhand,58842,6/10/2023,4/13/2018,7/16/2024,4,503901,2643,1232,Group,Mail,Morning,0,610,Major Violations,Job Change
27277,40,Female,Widowed,Nurse,56733,Associate Degree,Chhattisgarh,73508,8/21/2023,4/11/2018,5/7/2024,2,494624,1701,1331,Family,Email,Afternoon,1,653,Clean,Marriage
82460,51,Female,Married,Nurse,87097,Master's Degree,Daman and Diu,35684,8/28/2018,4/11/2023,11/5/2023,5,515687,3391,1144,Individual,Text,Evening,3,530,Clean,Job Change
33195,44,Male,Divorced,Doctor,63757,High School Diploma,Tamil Nadu,87526,12/28/2022,9/27/2022,3/12/2023,4,301625,2640,1529,Business,Phone,Morning,2,601,DUI,Retirement
64468,50,Female,Divorced,Engineer,98649,Doctorate,Madhya Pradesh,64675,9/19/2019,4/15/2021,9/18/2023,3,531078,3439,1172,Group,Text,Morning,2,700,Minor Violations,Childbirth
35512,41,Male,Separated,Manager,73222,Doctorate,Kerala,80890,9/28/2021,3/6/2020,6/15/2024,5,335216,2717,1374,Family,In-Person Meeting,Evening,0,536,Accident,Marriage
2139,37,Male,Widowed,Lawyer,61487,High School Diploma,Telangana,31541,11/28/2021,4/3/2019,12/19/2023,5,530242,3385,1115,Group,Email,Anytime,2,510,Major Violations,Marriage
88993,52,Female,Divorced,Doctor,102666,Master's Degree,Gujarat,62543,11/21/2019,2/22/2019,1/25/2023,0,290746,2491,1360,Business,Mail,Afternoon,2,564,DUI,Retirement
18491,36,Female,Married,Entrepreneur,84451,Doctorate,Chandigarh,12743,12/5/2019,2/18/2022,1/24/2023,5,495375,3336,1109,Business,In-Person Meeting,Morning,1,596,Major Violations,Childbirth
89565,37,Female,Divorced,Lawyer,70895,Master's Degree,Uttarakhand,95906,2/26/2019,6/20/2020,4/26/2023,2,605100,3113,1250,Group,In-Person Meeting,Afternoon,2,676,Major Violations,Childbirth
5276,43,Male,Married,Entrepreneur,94207,Bachelor's Degree,Gujarat,48836,11/15/2022,3/10/2021,5/28/2024,0,347374,1072,1518,Family,In-Person Meeting,Evening,0,620,Clean,Divorce
89632,41,Male,Widowed,Lawyer,63622,Master's Degree,Delhi,61672,4/12/2020,8/18/2023,10/6/2023,3,602327,1960,1267,Group,Text,Weekends,2,708,Clean,Job Change
84432,52,Female,Divorced,Entrepreneur,110065,Doctorate,Odisha,76102,9/21/2018,6/19/2023,5/13/2024,3,684702,4294,668,Family,Email,Weekends,3,521,DUI,Childbirth
56578,46,Male,Divorced,Teacher,79000,Doctorate,Meghalaya,40304,6/22/2022,6/15/2020,4/9/2023,5,629650,3948,1068,Group,Mail,Weekends,2,572,Accident,Childbirth
85521,41,Male,Married,Manager,90567,Bachelor's Degree,Bihar,56920,3/17/2019,6/21/2023,12/28/2024,1,579205,3315,1010,Group,Text,Morning,3,648,Minor Violations,Marriage
68092,43,Female,Single,Artist,69930,Master's Degree,Mizoram,97362,12/19/2020,11/5/2019,4/23/2024,3,503798,3027,1306,Business,Phone,Evening,2,518,Minor Violations,Marriage
63010,47,Female,Separated,Nurse,79317,Associate Degree,Assam,35022,4/13/2020,9/1/2021,9/24/2023,4,641310,2101,1394,Group,Email,Weekends,1,555,Clean,Job Change
31464,58,Male,Married,Manager,107799,High School Diploma,Kerala,85706,11/28/2019,2/9/2018,2/5/2024,5,668688,3697,1176,Family,Mail,Afternoon,3,573,Clean,Childbirth
34275,42,Male,Single,Engineer,101322,Doctorate,Chandigarh,57098,3/24/2023,2/23/2021,4/14/2024,2,476352,3093,1199,Individual,In-Person Meeting,Weekends,0,467,Accident,Marriage
79053,42,Male,Single,Engineer,84502,Associate Degree,Maharashtra,62130,2/8/2020,6/23/2020,6/7/2024,1,576346,2567,1053,Business,Email,Morning,1,498,Major Violations,Divorce
67617,45,Male,Divorced,Manager,111814,High School Diploma,Himachal Pradesh,19717,5/20/2021,5/3/2019,5/27/2024,2,695802,2941,961,Family,In-Person Meeting,Evening,2,596,Clean,Marriage
79288,46,Male,Separated,Teacher,79185,Doctorate,Tamil Nadu,27193,2/4/2022,1/28/2019,2/1/2024,2,564898,2165,1266,Business,Mail,Anytime,2,567,Clean,Divorce
80042,49,Male,Married,Artist,75225,Doctorate,Lakshadweep,76313,4/15/2021,6/1/2018,4/14/2023,0,401122,1950,1416,Group,Phone,Evening,3,710,Clean,Divorce
21591,43,Female,Single,Salesperson,80667,Bachelor's Degree,Kerala,84544,7/21/2020,10/21/2022,11/11/2024,4,703377,3353,1366,Group,In-Person Meeting,Morning,2,615,Major Violations,Marriage
18583,38,Female,Widowed,Doctor,108458,Associate Degree,Daman and Diu,16692,12/17/2022,6/28/2018,7/9/2023,0,656079,2497,1503,Family,Email,Anytime,2,511,DUI,Job Change
35063,49,Female,Separated,Salesperson,80222,Associate Degree,Jharkhand,63762,1/28/2023,2/11/2018,10/23/2024,4,551137,3539,1129,Group,In-Person Meeting,Weekends,2,589,Accident,Marriage
39323,35,Male,Separated,Manager,106590,Bachelor's Degree,Uttarakhand,74126,2/21/2018,8/9/2022,12/27/2023,1,646728,3043,1050,Group,In-Person Meeting,Afternoon,3,530,Minor Violations,Job Change
4081,41,Female,Married,Lawyer,88339,Doctorate,Gujarat,32136,9/19/2018,2/17/2019,9/19/2024,0,616024,2657,1323,Family,Text,Morning,2,520,Major Violations,Job Change
28870,45,Female,Married,Entrepreneur,64886,High School Diploma,Chandigarh,71367,1/27/2018,12/15/2019,2/10/2023,1,386443,2617,1616,Business,Mail,Weekends,2,643,DUI,Marriage
57401,37,Female,Divorced,Lawyer,90536,Doctorate,Delhi,35795,12/24/2020,10/13/2023,4/25/2024,4,509921,2814,1169,Group,Email,Evening,1,557,Minor Violations,Divorce
86324,38,Male,Divorced,Entrepreneur,85104,Bachelor's Degree,Sikkim,96780,6/12/2019,4/26/2018,6/6/2023,2,380122,1632,1348,Family,Mail,Evening,0,618,Clean,Childbirth
14030,39,Female,Divorced,Manager,86795,High School Diploma,Rajasthan,19107,7/10/2021,4/27/2023,4/1/2023,0,445008,2560,1414,Business,Mail,Anytime,1,631,Accident,Childbirth
56367,56,Male,Widowed,Doctor,95009,High School Diploma,Odisha,67532,11/3/2021,1/28/2021,8/8/2023,3,585442,3596,979,Family,Phone,Morning,2,517,DUI,Marriage
10860,45,Male,Divorced,Teacher,79290,High School Diploma,Chandigarh,31062,1/27/2018,8/28/2019,9/22/2024,5,655081,4268,1171,Individual,In-Person Meeting,Evening,2,460,Major Violations,Childbirth
60321,39,Male,Married,Lawyer,88781,Associate Degree,Chandigarh,32083,1/13/2021,5/8/2019,10/2/2024,5,605610,4065,1192,Family,Email,Afternoon,3,489,Major Violations,Marriage
40979,46,Female,Separated,Doctor,93576,Associate Degree,Lakshadweep,89017,9/16/2021,1/27/2022,7/16/2024,4,599368,3251,1193,Group,Phone,Morning,2,513,Major Violations,Retirement
89992,56,Male,Separated,Nurse,91091,Doctorate,Uttarakhand,49192,1/5/2020,1/20/2018,10/6/2023,1,572524,2558,998,Family,Mail,Afternoon,3,598,Clean,Divorce
89144,55,Male,Married,Artist,78599,Bachelor's Degree,Gujarat,42898,2/1/2018,5/7/2019,1/12/2024,4,559435,1814,1623,Family,Phone,Morning,0,623,Clean,Retirement
15349,41,Male,Married,Entrepreneur,95047,Associate Degree,Gujarat,53107,12/28/2018,8/25/2019,9/24/2024,5,625942,3164,929,Group,Text,Weekends,3,551,Clean,Divorce
70503,44,Female,Married,Doctor,85274,High School Diploma,Telangana,87001,5/13/2023,7/5/2020,5/13/2024,4,312221,1673,1245,Business,Mail,Weekends,0,579,Clean,Job Change
23919,41,Male,Married,Artist,82972,Doctorate,Uttar Pradesh,85025,6/10/2021,1/22/2018,3/9/2024,3,707938,3478,1203,Group,Phone,Anytime,3,508,Major Violations,Retirement
90938,46,Male,Married,Manager,107205,Master's Degree,Uttarakhand,96156,10/22/2022,10/6/2020,12/21/2024,5,415043,3608,1470,Individual,Text,Evening,2,659,Accident,Job Change
32930,43,Male,Married,Manager,80802,High School Diploma,Madhya Pradesh,23708,7/7/2021,3/27/2023,7/4/2024,3,590043,3412,904,Individual,In-Person Meeting,Morning,3,591,Clean,Marriage
47636,44,Female,Separated,Lawyer,77702,Bachelor's Degree,Karnataka,95116,1/28/2020,5/22/2023,5/8/2024,1,417613,2089,1265,Group,Mail,Afternoon,2,589,Clean,Marriage
38435,46,Female,Divorced,Salesperson,103137,High School Diploma,Lakshadweep,48456,7/1/2021,8/27/2018,10/1/2024,5,532473,2810,1292,Business,In-Person Meeting,Afternoon,2,520,Clean,Divorce
77231,48,Female,Widowed,Salesperson,129265,Doctorate,Arunachal Pradesh,44962,5/16/2022,3/11/2020,8/21/2024,4,520887,3281,989,Group,In-Person Meeting,Morning,3,583,Clean,Marriage
40355,35,Female,Married,Teacher,80013,Associate Degree,Manipur,35616,9/21/2018,3/15/2021,5/25/2023,4,337206,2378,1760,Business,Phone,Weekends,0,613,Major Violations,Childbirth
46651,56,Female,Married,Nurse,118045,High School Diploma,Madhya Pradesh,74854,6/22/2023,1/4/2022,8/21/2023,5,558825,3255,1074,Business,Mail,Morning,1,490,Clean,Marriage
55397,54,Female,Separated,Doctor,102024,High School Diploma,Andaman and Nicobar Islands,63375,10/22/2021,6/1/2018,11/9/2023,0,564144,2794,1513,Group,Email,Evening,1,502,Major Violations,Marriage
70447,48,Male,Single,Engineer,75866,Associate Degree,Kerala,96308,1/2/2021,1/13/2018,3/21/2023,3,441462,3004,1244,Group,In-Person Meeting,Weekends,2,655,DUI,Marriage
49318,46,Female,Widowed,Entrepreneur,62975,Master's Degree,Dadra and Nagar Haveli,11852,6/22/2020,10/27/2022,8/6/2023,0,409155,1336,1191,Group,Phone,Morning,0,614,Clean,Marriage
69110,46,Male,Single,Entrepreneur,79444,Associate Degree,Bihar,47462,8/12/2021,2/27/2020,12/8/2023,5,467923,3454,1273,Group,Phone,Morning,3,428,Major Violations,Retirement
84254,45,Male,Widowed,Salesperson,74030,Master's Degree,Assam,21108,4/27/2020,2/5/2020,8/26/2023,4,680529,3342,1066,Business,Email,Afternoon,2,588,Accident,Divorce
82731,39,Female,Divorced,Lawyer,96343,Doctorate,Sikkim,94120,11/27/2021,1/15/2022,3/6/2024,3,519154,3365,1159,Business,Mail,Morning,2,601,DUI,Marriage
51034,42,Female,Divorced,Doctor,92575,Associate Degree,Meghalaya,24291,3/6/2021,2/3/2023,5/6/2023,1,602966,2712,1132,Business,Phone,Weekends,1,467,Minor Violations,Divorce
76013,42,Male,Single,Teacher,57214,Master's Degree,Goa,86944,5/1/2022,9/14/2021,2/5/2024,0,339591,1303,1520,Family,Mail,Weekends,0,602,Minor Violations,Divorce
94347,46,Female,Divorced,Lawyer,100116,Master's Degree,Sikkim,46588,7/11/2018,11/22/2018,9/10/2023,5,525864,2972,1169,Group,Text,Afternoon,3,585,Clean,Retirement
23001,35,Male,Widowed,Engineer,63283,Bachelor's Degree,Goa,33314,1/10/2021,3/15/2018,9/24/2024,2,370973,1965,1542,Family,Text,Weekends,0,677,Accident,Childbirth
12760,47,Male,Single,Lawyer,50761,Associate Degree,Dadra and Nagar Haveli,22494,4/23/2019,10/23/2022,10/26/2023,5,315186,2404,1304,Family,In-Person Meeting,Morning,1,530,Minor Violations,Job Change
70549,43,Male,Widowed,Engineer,77825,Associate Degree,Punjab,95387,6/17/2020,5/16/2021,9/28/2023,4,409933,2266,1198,Group,In-Person Meeting,Morning,2,493,Clean,Divorce
44033,43,Female,Widowed,Nurse,80876,Master's Degree,Tamil Nadu,88088,6/2/2021,6/11/2018,1/24/2023,1,517856,1611,1383,Group,Mail,Evening,0,540,Clean,Marriage
61041,38,Female,Single,Teacher,61910,Doctorate,Bihar,65983,1/27/2018,2/2/2022,2/20/2024,4,531000,1986,1263,Business,Mail,Morning,0,455,Clean,Childbirth
77526,45,Male,Divorced,Salesperson,102159,Bachelor's Degree,Mizoram,31271,8/5/2020,1/10/2022,6/20/2024,5,693839,4032,1025,Business,Email,Weekends,3,537,DUI,Divorce
64389,48,Male,Divorced,Lawyer,111280,Bachelor's Degree,Punjab,41435,12/9/2019,2/22/2021,4/9/2023,3,435289,2915,1333,Family,Text,Anytime,2,691,Major Violations,Retirement
65914,52,Male,Single,Artist,123189,High School Diploma,Sikkim,50599,11/5/2023,2/13/2021,1/2/2024,1,399332,2457,1374,Family,Mail,Anytime,2,657,Minor Violations,Retirement
60665,46,Male,Married,Lawyer,60478,Associate Degree,Rajasthan,40578,8/5/2019,1/19/2018,2/28/2024,2,405623,2776,1569,Family,Email,Evening,2,630,DUI,Marriage
35240,39,Male,Divorced,Lawyer,96548,Doctorate,Haryana,92854,2/8/2020,11/1/2021,9/24/2023,0,420335,2487,875,Individual,Mail,Afternoon,0,615,DUI,Divorce
27519,43,Male,Separated,Engineer,95151,Doctorate,Bihar,16332,12/27/2022,3/3/2020,8/13/2023,4,591811,1873,1001,Business,In-Person Meeting,Evening,0,647,Clean,Retirement
27356,45,Male,Widowed,Doctor,89847,Doctorate,Uttar Pradesh,18182,11/15/2021,11/24/2019,9/18/2023,3,662622,2219,985,Group,In-Person Meeting,Morning,1,510,Clean,Retirement
15372,48,Male,Single,Engineer,86940,High School Diploma,Gujarat,90054,4/20/2019,7/23/2019,11/26/2024,3,628008,2331,925,Business,Text,Anytime,2,661,Clean,Job Change
11800,50,Male,Single,Entrepreneur,125779,Master's Degree,Sikkim,23723,7/1/2023,3/15/2019,8/6/2023,4,540334,3421,1199,Individual,In-Person Meeting,Evening,3,699,Clean,Marriage
94035,43,Female,Divorced,Salesperson,78305,High School Diploma,Madhya Pradesh,42277,4/17/2022,8/25/2021,1/7/2023,0,468958,2678,1366,Individual,Text,Afternoon,0,512,Major Violations,Childbirth
23450,27,Male,Separated,Doctor,91723,Associate Degree,Meghalaya,72046,6/26/2022,11/28/2022,7/23/2023,0,505868,2321,1257,Individual,Mail,Afternoon,0,534,Minor Violations,Marriage
60935,35,Male,Widowed,Manager,64430,Associate Degree,Uttar Pradesh,33045,1/23/2018,7/17/2018,2/6/2023,3,417035,1508,1371,Group,Mail,Evening,0,594,Clean,Marriage
30919,47,Female,Married,Teacher,106141,Master's Degree,Puducherry,63987,3/9/2020,12/7/2019,12/27/2023,1,495264,3132,970,Family,In-Person Meeting,Evening,1,568,Accident,Marriage
2239,46,Male,Divorced,Engineer,97121,Bachelor's Degree,Tamil Nadu,94539,11/27/2021,8/15/2018,12/11/2023,3,515342,2657,1213,Group,Email,Evening,2,706,Clean,Marriage
75804,47,Male,Divorced,Lawyer,90515,Bachelor's Degree,Tripura,87965,12/13/2019,2/6/2021,10/11/2024,0,464212,2007,1235,Family,In-Person Meeting,Anytime,1,548,Clean,Marriage
21484,47,Female,Widowed,Engineer,88966,Doctorate,Delhi,84429,3/12/2018,1/8/2019,6/7/2024,2,518873,3180,1273,Business,Mail,Morning,2,530,Minor Violations,Childbirth
13191,45,Male,Married,Entrepreneur,61533,Associate Degree,Puducherry,60307,1/11/2018,2/3/2020,4/23/2024,1,427869,2758,1144,Group,Phone,Evening,1,580,Major Violations,Childbirth
81316,58,Male,Divorced,Salesperson,74100,High School Diploma,Bihar,71633,9/2/2022,6/5/2018,6/11/2024,2,720089,2900,1057,Group,Mail,Morning,3,610,Clean,Divorce
91352,45,Female,Married,Lawyer,85584,Bachelor's Degree,Assam,16489,6/2/2022,4/26/2018,9/5/2024,5,580761,2480,1332,Group,In-Person Meeting,Weekends,2,678,Clean,Retirement
9389,44,Female,Widowed,Doctor,87856,Associate Degree,Manipur,38888,6/18/2021,7/8/2020,1/24/2023,2,457069,2153,1320,Family,Phone,Anytime,2,670,Clean,Marriage
31362,46,Male,Divorced,Artist,72226,Bachelor's Degree,Arunachal Pradesh,73586,5/22/2020,2/13/2021,1/9/2023,3,564572,2689,1248,Family,Text,Afternoon,1,613,Major Violations,Retirement
70998,51,Female,Separated,Teacher,116010,Doctorate,Rajasthan,97214,9/25/2019,9/8/2018,6/8/2024,5,641240,3659,1366,Business,In-Person Meeting,Morning,1,531,Major Violations,Childbirth
36508,33,Male,Separated,Lawyer,73610,Bachelor's Degree,Bihar,33807,5/4/2018,1/27/2019,5/18/2024,0,298553,2017,1032,Group,In-Person Meeting,Anytime,0,540,Accident,Marriage
81767,41,Female,Separated,Doctor,75199,Bachelor's Degree,Lakshadweep,48302,6/4/2019,4/19/2020,4/6/2023,1,533819,1989,1042,Group,Phone,Weekends,1,555,Clean,Marriage
23334,43,Female,Separated,Salesperson,74044,Doctorate,Chhattisgarh,55070,5/11/2020,11/8/2023,6/19/2023,2,272072,1981,1249,Family,Text,Evening,1,643,Major Violations,Retirement
82507,46,Female,Married,Artist,88265,Associate Degree,Telangana,89606,7/19/2023,8/10/2020,12/7/2024,3,275468,2598,1103,Group,Text,Afternoon,1,554,DUI,Job Change
31567,51,Female,Separated,Salesperson,80324,Doctorate,Andhra Pradesh,54576,2/27/2020,9/12/2020,1/23/2023,2,637894,2837,1265,Business,Mail,Afternoon,2,667,Major Violations,Retirement
37958,30,Male,Divorced,Entrepreneur,93497,Associate Degree,Lakshadweep,19196,3/27/2022,9/7/2019,6/9/2023,5,600129,3907,1214,Business,In-Person Meeting,Afternoon,3,648,Accident,Childbirth
88402,37,Male,Married,Nurse,77358,Bachelor's Degree,Odisha,50753,11/11/2023,12/27/2018,7/9/2023,4,417183,3913,1334,Individual,Text,Morning,3,529,Major Violations,Childbirth
35293,48,Female,Widowed,Salesperson,101000,High School Diploma,Mizoram,40987,6/24/2018,5/15/2018,6/7/2024,2,682396,2681,1107,Family,Mail,Weekends,1,592,DUI,Retirement
14984,41,Male,Widowed,Entrepreneur,79965,Doctorate,Mizoram,71963,3/2/2023,11/5/2023,12/27/2024,1,603989,2301,1113,Family,Email,Evening,1,612,DUI,Job Change
5223,40,Male,Single,Salesperson,91215,Master's Degree,Haryana,67158,9/18/2018,8/16/2022,1/2/2024,5,666326,1796,1392,Group,Mail,Anytime,0,599,Clean,Retirement
94637,48,Female,Married,Lawyer,95375,Bachelor's Degree,Chhattisgarh,34130,11/12/2022,1/24/2022,4/5/2024,4,448288,3473,1194,Family,Email,Weekends,3,589,Major Violations,Job Change
